Year_x,Position,#,Player,Team_x,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Year_y,Pos,HT,WT,Team_y,Birth City,Draft Status,Nationality,League
2019,G,17,Yogev Ohayon,HAPJ,33.0,21.375,20.125,6.5,15.125,0.53375,2.625,8.125,0.41125,4.5,6.125,0.905,2.0,6.75,8.75,8.875,3.375,0.125,4.5,8.875,2019,G,6-2,190,Hapoel Unet Holon,Safed,"2009 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,21,Yogev Ohayon,HAP,25.0,29.75,14.625,5.5,14.875,0.45625,1.625,5.5,0.37,2.125,3.875,0.6725000000000001,1.75,4.5,6.25,8.125,2.75,0.125,4.75,6.5,2019,G,6-2,190,Hapoel Unet Holon,Safed,"2009 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,19,Shlomo Harrush,HAP,36.0,26.25,18.25,6.0,16.5,0.45125,3.25,10.125,0.40375,3.0,3.75,1.01125,1.25,5.5,6.625,6.375,1.875,0.125,3.0,6.875,2019,G,6-1,170,Hapoel Unet Holon,Kfar Saba,"2009 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,18,Shlomo Harrush,HAP,30.0,22.875,20.125,6.5,17.875,0.4599999999999999,3.875,12.375,0.3875,3.125,3.875,1.0075,1.75,5.625,7.375,6.5,2.875,0.25,4.0,7.375,2019,G,6-1,170,Hapoel Unet Holon,Kfar Saba,"2009 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,20,Niv Misgav,NAH,31.0,21.5,15.375,5.0,14.0,0.4499999999999999,2.375,7.25,0.41,2.875,3.25,1.12125,1.625,3.875,5.5,6.0,2.125,0.25,4.625,9.5,2019,G,6-0,176,Ironi Nahariya,,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,19,Niv Misgav,NAH,28.0,21.375,19.375,5.625,15.875,0.44625,3.75,9.5,0.49375,4.25,5.375,0.98875,1.125,3.75,4.875,4.5,2.5,0.125,3.875,9.875,2019,G,6-0,176,Ironi Nahariya,,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2021,G,16,Niv Misgav,HAP,16.0,12.875,23.0,7.625,15.0,0.64,3.625,6.625,0.6950000000000001,4.0,4.75,1.0575,1.125,5.5,6.625,6.625,1.875,0.0,6.625,10.625,2019,G,6-0,176,Ironi Nahariya,,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2022,G,14,Niv Misgav,HAP,17.0,18.625,21.75,7.375,15.625,0.5874999999999999,3.75,7.5,0.625,3.25,4.25,0.9725,1.375,5.375,6.875,8.5,2.875,0.0,3.25,10.875,2019,G,6-0,176,Ironi Nahariya,,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2023,G,23,Niv Misgav,HAP,31.0,28.375,19.625,5.625,14.0,0.5,4.125,9.75,0.5375,4.125,5.0,1.0387499999999998,0.875,5.0,6.0,6.0,2.125,0.0,2.25,6.25,2019,G,6-0,176,Ironi Nahariya,,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,1,James Feldeine,HAPJ,36.0,33.125,37.875,12.375,28.375,0.5425,5.125,13.875,0.45875,8.125,9.875,1.02,1.875,5.75,7.5,8.0,2.75,0.5,3.75,4.375,2019,G,6-4,190,Hapoel Bank Yahav Jerusalem,New York (NY),"2010 NBA Draft, Undrafted",United StatesDominican Republic,Israeli BSL
2020,G,8,James Feldeine,HAPJ,30.0,33.25,30.375,10.125,22.75,0.5575,5.625,13.75,0.5125,4.375,4.875,1.115,1.625,6.0,7.625,6.875,2.75,0.25,4.125,3.875,2019,G,6-4,190,Hapoel Bank Yahav Jerusalem,New York (NY),"2010 NBA Draft, Undrafted",United StatesDominican Republic,Israeli BSL
2019,G,4,Chris Dowe,IRO,37.0,34.125,30.625,9.75,21.25,0.5725,2.625,7.375,0.4399999999999999,8.625,10.25,1.04,2.75,5.625,8.375,6.5,2.5,0.75,4.125,5.875,2020,G,6-2,190,Maccabi Bazan Haifa,Louisville (KY),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2021,G,6,Chris Dowe,HAI,21.0,39.25,32.25,10.875,23.0,0.5925,2.5,6.75,0.4725,7.875,9.875,1.0075,3.5,7.5,11.0,8.375,3.5,0.375,4.75,5.5,2020,G,6-2,190,Maccabi Bazan Haifa,Louisville (KY),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2019,G,8,Alex Hamilton,MRL,31.0,38.25,25.625,9.0,23.25,0.48375,1.625,6.875,0.28875,6.125,8.5,0.905,1.5,6.625,8.0,10.0,3.125,0.875,5.125,3.25,2019,G,6-4,195,Maccabi Rishon Lezion,Chipley (FL),"2016 NBA Draft, Undrafted",United States,Israeli BSL
2020,G,8,Alex Hamilton,MRL,28.0,41.375,28.5,10.625,22.75,0.5862499999999999,2.625,8.125,0.40625,4.5,6.375,0.8925,1.0,7.0,8.0,8.5,3.25,1.0,3.875,3.5,2019,G,6-4,195,Maccabi Rishon Lezion,Chipley (FL),"2016 NBA Draft, Undrafted",United States,Israeli BSL
2019,G,9,Jerel McNeal,HAP,30.0,39.0,25.375,9.125,21.5,0.5287499999999999,1.875,6.5,0.3712499999999999,5.25,7.0,0.93125,1.75,5.5,7.25,6.875,3.625,1.375,6.125,6.25,2019,G,6-3,200,Ironi Nahariya,Chicago (IL),"2009 NBA Draft, Undrafted",United States,Israeli BSL
2020,G,10,Jerel McNeal,NAH,20.0,37.875,28.875,9.625,22.375,0.53625,2.625,7.875,0.4225,7.0,8.875,0.9725,0.75,6.5,7.375,6.625,3.625,0.25,7.25,6.875,2019,G,6-3,200,Ironi Nahariya,Chicago (IL),"2009 NBA Draft, Undrafted",United States,Israeli BSL
2019,G,10,Bar Timor,HAPJ,37.0,23.0,25.0,8.875,20.375,0.54625,3.375,10.75,0.38875,3.75,5.625,0.8400000000000001,1.875,5.0,6.875,4.375,2.5,0.125,3.5,6.625,2019,G,6-3,187,Hapoel Bank Yahav Jerusalem,Haifa,"2014 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,22,Bar Timor,HAPJ,30.0,22.625,20.375,7.25,17.25,0.5287499999999999,2.625,8.875,0.375,3.25,4.25,0.93,1.75,6.875,8.625,7.0,2.25,0.25,3.25,6.75,2019,G,6-3,187,Hapoel Bank Yahav Jerusalem,Haifa,"2014 NBA Draft, Undrafted",Israel,Israeli BSL
2021,G,14,Bar Timor,HAP,24.0,36.75,26.0,9.25,19.375,0.5925,3.125,8.375,0.4675,4.5,6.25,0.895,1.0,4.25,5.25,11.75,2.0,0.125,4.75,6.375,2019,G,6-3,187,Hapoel Bank Yahav Jerusalem,Haifa,"2014 NBA Draft, Undrafted",Israel,Israeli BSL
2022,G,12,Bar Timor,HAP,30.0,34.125,24.625,8.375,18.0,0.58375,2.875,7.25,0.4925,4.875,6.25,0.985,1.0,6.375,7.375,8.875,1.875,0.125,4.375,5.125,2019,G,6-3,187,Hapoel Bank Yahav Jerusalem,Haifa,"2014 NBA Draft, Undrafted",Israel,Israeli BSL
2023,G,19,Bar Timor,HAP,34.0,32.375,21.375,7.0,16.125,0.5375,3.0,8.25,0.4549999999999999,4.375,5.375,1.0125000000000002,0.625,5.875,6.5,8.5,1.875,0.125,3.75,5.0,2019,G,6-3,187,Hapoel Bank Yahav Jerusalem,Haifa,"2014 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,11,Orr Leumi,BHS,33.0,20.75,22.125,7.5,19.125,0.48875,3.875,10.25,0.47,3.375,4.375,0.96875,0.375,3.25,3.625,5.375,1.875,0.375,5.625,7.375,2020,G,6-4,155,Ironi Nahariya,Petah Tikva,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2021,G,25,Orr Leumi,NAH,17.0,31.0,18.0,5.875,16.625,0.4375,2.875,10.5,0.3375,3.375,4.125,1.035,1.25,4.375,5.75,3.25,1.125,0.25,2.875,7.25,2020,G,6-4,155,Ironi Nahariya,Petah Tikva,"2017 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,13,Travis Warech,BEER,29.0,29.875,21.375,7.875,17.125,0.5775,4.75,11.125,0.5325,0.875,1.5,0.6950000000000001,3.25,3.625,6.875,2.875,2.375,0.125,1.75,6.375,2019,GF,6-3,195,Ironi Nahariya,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2020,F,23,Travis Warech,NAH,26.0,32.125,17.875,6.75,16.25,0.5175,3.0,9.0,0.42125,1.375,2.25,0.8,2.75,3.0,5.625,2.0,2.375,0.25,1.5,5.25,2019,GF,6-3,195,Ironi Nahariya,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2021,G,15,Travis Warech,BEER,32.0,31.625,23.75,8.75,20.25,0.545,4.75,12.75,0.47,1.375,2.125,0.77625,3.5,3.5,7.125,2.625,3.0,0.25,2.125,4.625,2019,GF,6-3,195,Ironi Nahariya,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2022,F,30,Travis Warech,BEER,25.0,26.0,15.75,6.0,17.125,0.43875,3.0,11.0,0.3425,0.75,2.0,0.515,4.125,4.75,8.875,1.875,3.0,0.125,1.125,5.25,2019,GF,6-3,195,Ironi Nahariya,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2023,F,33,Travis Warech,IRO,11.0,20.25,12.75,4.375,13.5,0.40625,2.0,5.75,0.44125,2.0,3.0,0.83375,1.375,2.0,3.375,1.625,1.375,1.375,1.0,6.125,2019,GF,6-3,195,Ironi Nahariya,Pine Brook (NJ),"2013 NBA Draft, Undrafted",United States,Israeli BSL
2019,G,14,Golan Gutt,IRO,36.0,37.75,21.375,6.875,17.5,0.4925,4.25,11.375,0.47125,3.25,4.5,0.91,1.875,6.0,7.875,4.25,2.875,0.5,2.75,6.375,2019,G,6-5,206,Ironi Nes Ziona,Ramat Gan,"2016 NBA Draft, Undrafted",Israel,Israeli BSL
2020,F,17,Golan Gutt,IRO,28.0,34.0,20.625,7.125,18.375,0.48875,3.875,11.75,0.41625,2.375,3.75,0.7975,1.625,6.75,8.25,4.375,2.25,0.5,3.875,6.75,2019,G,6-5,206,Ironi Nes Ziona,Ramat Gan,"2016 NBA Draft, Undrafted",Israel,Israeli BSL
2021,G,5,Golan Gutt,MRL,29.0,29.75,32.875,10.75,23.5,0.57375,7.25,17.625,0.51125,4.125,5.25,0.97875,1.875,5.125,7.0,4.0,1.875,0.125,3.0,6.125,2019,G,6-5,206,Ironi Nes Ziona,Ramat Gan,"2016 NBA Draft, Undrafted",Israel,Israeli BSL
2022,F,17,Golan Gutt,IRO,27.0,35.25,21.625,7.625,21.0,0.4499999999999999,4.25,13.375,0.3975,2.25,3.875,0.7137499999999999,2.5,6.625,9.125,4.375,1.375,0.375,3.5,5.875,2019,G,6-5,206,Ironi Nes Ziona,Ramat Gan,"2016 NBA Draft, Undrafted",Israel,Israeli BSL
2023,F,29,Golan Gutt,IRO,18.0,29.75,15.125,4.75,15.5,0.3825,3.375,12.25,0.345,2.25,3.125,0.90875,1.625,5.5,7.125,4.375,2.5,0.0,2.75,7.125,2019,G,6-5,206,Ironi Nes Ziona,Ramat Gan,"2016 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,17,Amit Simhon,HAP,36.0,28.5,19.5,6.375,16.5,0.48125,3.25,10.0,0.41,3.5,4.0,1.09125,1.0,4.0,5.0,3.75,1.75,0.25,2.0,6.0,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,4,Amit Simhon,BEER,11.0,30.625,34.125,11.125,23.625,0.59,7.625,15.125,0.625,4.25,4.875,1.08,2.0,5.75,7.75,3.375,0.625,0.625,4.5,6.875,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,30,Amit Simhon,HAP,10.0,24.875,17.125,5.75,13.0,0.5525,3.0,7.5,0.5,2.75,3.625,0.9375,0.875,5.75,6.625,4.5,0.875,0.0,1.75,6.0,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2021,F,13,Amit Simhon,HH,26.0,37.75,24.625,8.875,18.875,0.5850000000000001,4.625,10.25,0.5650000000000001,2.25,2.75,1.04125,1.5,5.375,6.75,3.5,1.25,0.25,3.625,6.0,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2022,G,14,Amit Simhon,HH,28.0,35.5,24.25,8.125,19.0,0.53625,4.875,11.875,0.51,3.125,4.25,0.8987499999999999,1.375,4.25,5.625,3.375,1.25,0.25,4.0,6.0,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2023,G,21,Amit Simhon,HH,24.0,38.25,20.375,6.75,17.125,0.49,4.5,11.75,0.48125,2.5,3.125,0.98625,0.875,5.125,6.0,4.375,0.875,0.125,3.625,6.0,2019,G,6-5,208,Hapoel Unet Holon,Ramat Gan,"2011 NBA Draft, Undrafted",Israel,Israeli BSL
2019,G,18,Yovel Zoosman,MAC,38.0,30.875,18.75,6.5,14.5,0.55875,2.375,6.875,0.42875,3.5,4.875,0.905,2.125,6.5,8.5,5.875,3.0,0.625,3.0,6.125,2019,G,6-7,198,Maccabi FOX Tel Aviv,Kfar Saba,"2019 NBA Draft, Undrafted",Israel,Israeli BSL
2020,G,24,Yovel Zoosman,MAC,26.0,32.625,19.0,7.25,16.125,0.56375,2.125,6.375,0.41625,2.375,4.25,0.7037499999999999,2.625,6.875,9.5,5.75,2.375,0.875,3.0,5.5,2019,G,6-7,198,Maccabi FOX Tel Aviv,Kfar Saba,"2019 NBA Draft, Undrafted",Israel,Israeli BSL
