"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2019,G,9,Jaron Johnson,PLV,30.0,32.625,24.875,8.5,19.375,0.54875,3.875,9.75,0.5025,3.875,5.875,0.83875,2.375,5.0,7.375,3.25,1.625,0.375,3.0,5.75,2019,G,"6-6",205,Chalon-Sur-Saone,Tyler (TX),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2020,F,5,Jaron Johnson,CHA,23.0,36.125,28.5,9.25,21.625,0.53375,4.25,11.125,0.4775,5.875,7.625,0.9675,2.375,7.5,9.875,3.75,2.75,0.375,2.375,4.875,2019,G,"6-6",205,Chalon-Sur-Saone,Tyler (TX),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2021,G,22,Jaron Johnson,DIJ,36.0,26.625,25.125,8.875,17.625,0.625,4.125,9.875,0.51125,3.375,4.625,0.91125,1.75,5.0,6.75,2.375,1.125,0.5,2.375,6.75,2019,G,"6-6",205,Chalon-Sur-Saone,Tyler (TX),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,10,Michael Thompson,LEM,36.0,38.875,24.625,8.375,17.625,0.59875,3.75,9.625,0.49625,4.0,5.0,0.98375,0.75,2.875,3.75,8.875,1.875,0.0,3.875,4.125,2019,PG,"5-10",182,BCM Gravelines,Chicago (IL),"2011 NBA Draft, Undrafted",United States,French Jeep Elite
2020,G,30,Michael Thompson,GRV,21.0,37.625,19.75,6.5,15.125,0.5425,3.375,8.125,0.53,3.25,4.125,0.96625,0.75,4.75,5.5,11.25,1.25,0.125,2.625,5.125,2019,PG,"5-10",182,BCM Gravelines,Chicago (IL),"2011 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,12,Theo Maledon,LYV,43.0,21.25,23.875,7.625,16.125,0.58625,2.75,7.125,0.49375,5.875,6.875,1.08375,0.875,6.0,6.875,7.0,2.75,0.625,5.125,8.0,2019,PG,"6-4",175,ASVEL Basket,Rouen,"2020 Rnd 2 Pick 4",France,French Jeep Elite
2020,G,18,Theo Maledon,LYV,21.0,20.25,24.875,7.625,19.25,0.4925,2.875,9.875,0.3575,6.875,8.0,1.08375,0.75,6.375,7.0,7.375,2.5,0.375,5.5,8.625,2019,PG,"6-4",175,ASVEL Basket,Rouen,"2020 Rnd 2 Pick 4",France,French Jeep Elite
2019,G,13,Lazeric Jones,ASM,36.0,27.875,23.625,8.0,18.5,0.54125,2.25,6.5,0.43625,5.375,6.5,1.035,0.5,4.5,5.0,10.0,2.375,0.125,5.125,6.25,2021,PG,"6-0",185,Le Portel,Chicago (IL),"2012 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,14,Garrett Sim,JLB,32.0,36.875,23.375,7.875,18.5,0.52625,4.5,11.625,0.485,3.25,3.5,1.13875,0.25,4.375,4.625,8.375,2.125,0.125,3.625,4.75,2019,PG,"6-2",185,JL Bourg-en-Bresse,Portland (OR),"2012 NBA Draft, Undrafted",United States,French Jeep Elite
2021,G,28,Garrett Sim,CHA,33.0,30.5,21.375,7.25,18.25,0.495,4.5,12.5,0.44875,2.5,2.875,1.0575,0.875,5.25,6.0,6.75,2.5,0.25,4.375,4.375,2019,PG,"6-2",185,JL Bourg-en-Bresse,Portland (OR),"2012 NBA Draft, Undrafted",United States,French Jeep Elite
2023,G,22,Garrett Sim,PAU,31.0,34.5,23.75,8.375,21.125,0.49375,5.125,13.125,0.485,1.875,2.125,1.08875,0.625,5.25,5.875,6.75,1.625,0.125,3.875,4.75,2019,PG,"6-2",185,JL Bourg-en-Bresse,Portland (OR),"2012 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,15,Taurean Green,ANT,24.0,34.125,22.875,7.375,18.125,0.505,4.625,11.875,0.48125,3.625,4.75,0.96125,0.875,4.375,5.25,9.75,2.5,0.125,5.75,4.75,2019,PG,"6-0",177,Le Mans Sarthe Basket,Fort Lauderdale (FL),"2007 Rnd 2 Pick 22",United States,French Jeep Elite
2020,G,33,Taurean Green,LEM,23.0,26.5,18.5,5.125,14.625,0.44125,3.5,10.375,0.41625,4.625,5.75,1.01125,0.25,4.5,4.75,10.5,2.875,0.125,5.125,6.25,2019,PG,"6-0",177,Le Mans Sarthe Basket,Fort Lauderdale (FL),"2007 Rnd 2 Pick 22",United States,French Jeep Elite
2019,G,18,Benjamin Sene,GRV,30.0,25.5,21.125,7.875,19.875,0.4925,2.875,9.0,0.39375,2.625,3.625,0.9125,1.25,4.625,5.875,12.125,2.25,0.125,5.25,5.5,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,16,Benjamin Sene,GRV,25.0,33.5,25.25,9.625,20.0,0.6025,3.625,9.125,0.5025,2.25,3.125,0.8925,2.25,3.875,6.125,8.5,2.0,0.25,4.375,5.125,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2021,G,13,Benjamin Sene,BBD,33.0,33.125,27.875,10.0,20.875,0.6,2.25,6.625,0.43,5.5,6.625,1.04375,0.5,4.375,4.875,11.0,2.0,0.125,8.25,5.375,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2022,G,32,Benjamin Sene,N92,32.0,28.125,21.5,8.0,17.5,0.56875,2.625,7.0,0.46125,3.0,3.625,1.04625,1.0,4.375,5.375,8.375,2.125,0.375,3.625,5.375,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2023,G,17,Benjamin Sene,N92,34.0,30.125,26.375,10.25,23.75,0.54,2.625,8.375,0.39125,3.25,3.875,1.0375,1.375,5.25,6.625,9.25,1.75,0.25,4.625,5.625,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2024,G,15,Benjamin Sene,N92,29.0,31.625,27.375,11.0,22.75,0.6,2.25,7.375,0.385,3.25,4.0,1.02,1.5,3.625,5.125,8.875,2.25,0.125,3.625,5.75,2019,PG,"6-1",180,BCM Gravelines,Langon,"2016 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,23,Edouard Choquet,FOS,34.0,30.875,17.625,6.125,13.75,0.56,3.75,9.25,0.50375,1.625,2.25,0.9275,1.625,4.75,6.25,12.375,2.5,0.125,5.125,6.375,2021,PG,"6-2",165,Fos Sur Mer,Limoges,"2010 NBA Draft, Undrafted",France,French Jeep Elite
2022,G,44,Edouard Choquet,FOS,33.0,22.0,12.0,4.25,11.75,0.45375,2.875,9.25,0.39375,0.625,0.75,1.07125,0.625,2.75,3.375,7.125,1.5,0.125,4.25,5.625,2021,PG,"6-2",165,Fos Sur Mer,Limoges,"2010 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,24,Jonathan Rousselle,CSP,34.0,21.25,17.5,5.5,12.75,0.53875,2.375,7.375,0.405,4.0,5.125,0.995,1.25,5.0,6.25,10.75,1.0,0.25,4.0,9.625,2019,PG,"6-3",185,Chalon-Sur-Saone,Seclin,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2023,G,36,Jonathan Rousselle,DIJ,33.0,27.0,19.25,6.875,14.875,0.57875,2.375,7.375,0.4025,3.0,4.0,0.9375,0.875,4.0,4.875,8.625,1.875,0.0,3.0,8.125,2019,PG,"6-3",185,Chalon-Sur-Saone,Seclin,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2024,G,44,Jonathan Rousselle,DIJ,11.0,18.125,10.5,3.0,13.125,0.28625,1.875,7.875,0.2975,2.625,4.5,0.72875,1.125,5.25,6.375,7.125,3.75,0.0,2.625,12.375,2019,PG,"6-3",185,Chalon-Sur-Saone,Seclin,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,25,Remi Lesca,BBD,32.0,24.125,16.625,6.25,16.625,0.4675,2.375,9.0,0.34,1.75,3.25,0.68125,0.625,3.375,4.125,10.25,2.125,0.125,5.125,9.375,2019,PG,"5-11",187,Boulazac Basket Dordogne,Dax,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,37,Remi Lesca,BBD,25.0,25.25,14.625,5.125,12.875,0.4925,3.125,8.25,0.46375,1.25,1.75,0.91625,0.25,3.5,3.625,9.875,2.625,0.25,2.375,7.375,2019,PG,"5-11",187,Boulazac Basket Dordogne,Dax,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2021,G,39,Remi Lesca,PAU,28.0,19.375,12.0,4.375,14.5,0.38125,2.625,10.5,0.3125,0.5,0.5,1.25,0.875,5.25,6.125,8.0,2.25,0.0,3.375,6.25,2019,PG,"5-11",187,Boulazac Basket Dordogne,Dax,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,27,Abdoulaye N'Doye,CHO,34.0,32.375,14.125,5.375,11.625,0.5775,2.0,5.25,0.48125,1.25,2.5,0.66,1.625,6.625,8.25,6.125,3.25,0.625,3.5,7.375,2019,PG,"6-7",183,Cholet Basket,Dunkirk,"2020 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,29,Abdoulaye N'Doye,CHO,25.0,38.125,19.875,7.125,13.5,0.65375,1.125,2.625,0.55125,4.5,6.0,0.94125,1.875,6.25,8.125,8.0,2.5,0.75,4.0,5.875,2019,PG,"6-7",183,Cholet Basket,Dunkirk,"2020 NBA Draft, Undrafted",France,French Jeep Elite
2021,G,34,Abdoulaye N'Doye,ASM,36.0,24.625,16.75,6.125,13.375,0.56625,2.0,6.375,0.4,2.5,3.5,0.915,1.625,5.125,6.625,3.0,3.25,0.875,3.25,7.625,2019,PG,"6-7",183,Cholet Basket,Dunkirk,"2020 NBA Draft, Undrafted",France,French Jeep Elite
2024,G,36,Abdoulaye N'Doye,LEM,22.0,33.5,19.0,7.875,16.75,0.58375,0.75,2.625,0.33625,2.625,6.25,0.5325,4.125,6.5,10.75,7.0,2.5,0.875,4.75,6.375,2019,PG,"6-7",183,Cholet Basket,Dunkirk,"2020 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,1,Vee Sanford,CHA,32.0,35.75,32.125,12.875,23.5,0.6875,3.625,7.75,0.5825,2.75,3.75,0.905,2.5,5.375,8.0,6.0,2.625,0.25,3.125,4.5,2019,G,"6-4",196,CSP Limoges,Lexington (KY),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2020,G,18,Vee Sanford,CSP,17.0,30.75,25.0,9.75,23.125,0.5275,2.625,7.5,0.4325,2.875,3.875,0.92625,1.0,5.875,6.875,6.5,2.0,0.625,3.75,4.625,2019,G,"6-4",196,CSP Limoges,Lexington (KY),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2021,G,10,Vee Sanford,PAU,28.0,35.125,29.0,11.875,23.0,0.64375,3.0,7.375,0.52125,2.375,3.125,0.945,1.5,5.625,7.0,5.25,3.375,0.25,5.0,5.5,2019,G,"6-4",196,CSP Limoges,Lexington (KY),"2014 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,2,Travis Leslie,BBD,29.0,31.25,31.0,11.875,23.125,0.64125,3.0,7.75,0.4925,4.25,5.875,0.8975,4.875,9.125,14.125,5.25,2.625,0.375,2.125,5.625,2019,G,"6-4",205,Pau-Orthez,Decatur (GA),"2011 Rnd 2 Pick 17",United States,French Jeep Elite
2020,F,11,Travis Leslie,PAU,17.0,32.625,25.875,9.75,22.5,0.5425,2.75,8.75,0.385,3.625,4.5,1.0225,4.125,7.625,11.625,4.125,2.0,0.875,4.25,4.125,2019,G,"6-4",205,Pau-Orthez,Decatur (GA),"2011 Rnd 2 Pick 17",United States,French Jeep Elite
2021,F,6,Travis Leslie,RCB,28.0,38.375,28.25,11.125,23.625,0.5875,4.125,10.625,0.485,2.0,2.625,0.94625,2.625,6.125,8.75,4.5,2.75,0.25,2.375,4.125,2019,G,"6-4",205,Pau-Orthez,Decatur (GA),"2011 Rnd 2 Pick 17",United States,French Jeep Elite
2019,G,4,C.J. Harris,PAU,36.0,40.375,30.25,9.125,21.125,0.54,3.875,8.375,0.5675,8.25,9.375,1.0925,0.75,4.375,5.125,6.0,1.375,0.0,3.5,4.25,2021,PG,"6-3",190,JL Bourg-en-Bresse,Winston-Salem (NC),"2013 NBA Draft, Undrafted",United States,French Jeep Elite
2022,G,30,C.J. Harris,JLB,24.0,24.625,21.875,7.0,19.625,0.44625,2.5,9.875,0.32,5.375,6.625,1.01,0.875,5.25,6.125,5.875,1.75,0.125,4.375,6.25,2021,PG,"6-3",190,JL Bourg-en-Bresse,Winston-Salem (NC),"2013 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,6,Bastien Pinault,CHA,34.0,25.125,29.875,10.125,22.0,0.575,5.875,14.0,0.52625,3.75,4.625,1.03375,1.375,4.25,5.5,4.75,2.0,0.125,3.375,4.875,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,13,Bastien Pinault,PLV,17.0,16.5,27.75,10.125,22.875,0.5525,6.875,17.375,0.5,0.5,0.5,1.25,0.25,2.125,2.375,3.25,2.375,0.0,2.875,8.25,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2021,G,30,Bastien Pinault,PLV,35.0,22.75,23.625,8.375,18.375,0.57,5.125,12.5,0.51125,1.75,1.875,1.125,1.0,4.125,5.25,4.0,1.375,0.125,3.875,7.25,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2022,G,7,Bastien Pinault,N92,33.0,23.375,30.625,10.25,22.0,0.58625,6.5,14.625,0.555,3.625,4.375,1.0275,0.625,4.125,4.75,4.75,1.875,0.375,4.25,7.625,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2023,F,12,Bastien Pinault,N92,30.0,20.875,26.25,9.0,22.0,0.51,4.625,13.375,0.435,3.75,4.5,1.02,1.625,3.75,5.375,5.625,1.625,0.0,4.25,7.75,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2024,F,7,Bastien Pinault,N92,29.0,19.5,26.125,9.125,20.875,0.54875,6.125,14.875,0.51375,1.75,2.125,1.01625,0.625,4.0,4.625,4.0,1.75,0.375,1.625,7.375,2019,G,"6-5",192,Boulogne-Levallois,Tarbes,"2015 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,8,Yakuba Ouattara,ASM,39.0,31.625,27.25,10.0,21.5,0.57875,4.25,10.0,0.52625,3.0,4.125,0.9325,2.75,6.125,8.875,3.125,1.75,0.625,3.125,2.75,2019,SG,"6-4",220,AS Monaco Basket,Tema,"2014 NBA Draft, Undrafted",GhanaFrance,French Jeep Elite
2020,G,14,Yakuba Ouattara,ASM,25.0,31.75,25.875,9.875,21.5,0.5725,4.375,10.375,0.5225,1.875,3.0,0.78125,3.375,6.875,10.375,1.5,1.5,0.75,2.375,3.625,2019,SG,"6-4",220,AS Monaco Basket,Tema,"2014 NBA Draft, Undrafted",GhanaFrance,French Jeep Elite
2022,G,29,Yakuba Ouattara,ASM,43.0,26.125,20.25,7.25,15.5,0.5875,3.0,7.5,0.5025,2.625,3.375,1.0,4.375,4.0,8.375,1.75,1.375,0.375,1.5,4.625,2019,SG,"6-4",220,AS Monaco Basket,Tema,"2014 NBA Draft, Undrafted",GhanaFrance,French Jeep Elite
2023,G,22,Yakuba Ouattara,ASM,38.0,22.125,23.875,8.875,18.5,0.5975,4.0,10.375,0.485,2.125,2.5,1.07125,2.75,4.0,6.75,2.375,1.375,0.25,1.75,4.75,2019,SG,"6-4",220,AS Monaco Basket,Tema,"2014 NBA Draft, Undrafted",GhanaFrance,French Jeep Elite
2024,G,18,Yakuba Ouattara,ASM,25.0,22.0,24.125,8.75,20.0,0.54375,4.0,11.375,0.43125,2.75,3.5,0.96125,2.875,6.0,8.875,1.75,1.125,0.125,1.75,4.125,2019,SG,"6-4",220,AS Monaco Basket,Tema,"2014 NBA Draft, Undrafted",GhanaFrance,French Jeep Elite
2019,G,9,Jimmy Baron,RCB,33.0,38.0,26.875,9.125,18.625,0.60875,4.875,11.125,0.55125,3.75,4.0,1.19375,0.25,4.375,4.625,4.125,1.25,0.0,2.375,3.5,2019,G,"6-3",195,Chalons-Reims CB,East Greenwich (CT),"2009 NBA Draft, Undrafted",United States,French Jeep Elite
2020,F,17,Jimmy Baron,RCB,24.0,31.0,24.0,8.0,20.875,0.4775,5.625,13.875,0.5075,2.375,2.875,1.035,0.75,3.375,4.25,3.625,1.25,0.125,2.875,3.875,2019,G,"6-3",195,Chalons-Reims CB,East Greenwich (CT),"2009 NBA Draft, Undrafted",United States,French Jeep Elite
2019,G,10,Nicolas Lang,STR,30.0,24.875,26.75,8.625,18.5,0.58375,4.5,10.5,0.53625,5.0,5.375,1.17875,1.375,5.5,6.875,5.375,1.75,0.125,2.0,7.125,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,22,Nicolas Lang,CSP,25.0,32.75,22.875,7.625,17.625,0.5375,4.125,10.5,0.48875,3.625,3.875,1.16125,1.375,4.625,6.0,3.625,2.0,0.125,1.5,5.5,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2021,F,1,Nicolas Lang,CSP,30.0,36.25,32.75,9.875,19.0,0.65,6.625,13.625,0.60625,6.375,6.75,1.185,0.75,3.75,4.5,5.625,1.375,0.125,2.125,5.125,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2022,G,6,Nicolas Lang,CSP,32.0,38.375,30.875,9.625,20.875,0.57375,5.375,12.875,0.5175,6.25,7.125,1.1,1.375,4.875,6.25,4.625,1.25,0.0,2.25,4.125,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2023,G,20,Nicolas Lang,CSP,33.0,39.625,24.75,7.625,18.125,0.5225,4.375,11.125,0.49,5.25,6.0,1.08375,0.75,4.0,4.625,4.75,1.375,0.0,2.25,3.5,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2024,F,4,Nicolas Lang,CSP,26.0,35.0,28.5,9.75,19.25,0.63,5.0,11.875,0.52625,4.125,4.875,1.05875,1.0,5.125,6.125,5.0,1.0,0.125,3.0,4.0,2019,SG,"6-5",195,CSP Limoges,Mulhouse,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,14,Paul Lacombe,ASM,41.0,33.5,25.25,9.875,20.375,0.60375,1.375,5.375,0.31625,4.25,5.25,1.01375,3.625,8.25,11.875,7.0,4.0,0.875,3.0,6.75,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2020,G,28,Paul Lacombe,ASM,19.0,24.625,16.875,6.875,15.5,0.55375,1.25,3.75,0.435,1.75,2.625,0.86,3.0,6.875,10.0,7.375,3.375,0.625,4.5,8.5,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2021,G,33,Paul Lacombe,LYV,32.0,21.75,22.25,8.25,14.75,0.7025,2.0,5.0,0.48875,3.625,4.375,1.03625,2.75,8.625,11.375,7.875,3.875,0.625,3.375,9.625,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2022,G,28,Paul Lacombe,LYV,39.0,20.125,20.875,8.75,19.625,0.55875,1.25,5.125,0.30625,2.0,2.75,0.905,2.75,5.875,8.625,5.375,2.75,0.625,4.125,8.25,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2023,G,24,Paul Lacombe,STR,29.0,31.125,23.375,8.125,20.375,0.4975,2.0,6.625,0.375,5.125,6.25,1.02,3.25,7.125,10.375,9.0,3.125,0.875,5.0,7.0,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2024,F,14,Paul Lacombe,STR,25.0,34.375,25.125,9.875,21.75,0.565,2.0,7.0,0.36,3.375,4.125,1.01625,3.375,8.5,12.0,7.125,3.875,1.125,5.875,5.875,2019,SG,"6-4",195,AS Monaco Basket,Venissieux,"2012 NBA Draft, Undrafted",France,French Jeep Elite
2019,G,15,Isaia Cordinier,ANT,29.0,31.625,25.125,8.625,17.875,0.6025,2.25,6.625,0.41625,5.75,8.125,0.88375,1.5,7.625,9.125,5.125,2.25,0.875,4.125,5.375,2019,G,"6-5",197,Nanterre 92,Creteil,"2016 Rnd 2 Pick 14",France,French Jeep Elite
2020,F,6,Isaia Cordinier,N92,24.0,38.0,28.5,10.0,19.5,0.635,2.75,8.375,0.405,5.875,6.5,1.12375,1.375,7.875,9.25,5.0,2.25,0.875,4.25,6.375,2019,G,"6-5",197,Nanterre 92,Creteil,"2016 Rnd 2 Pick 14",France,French Jeep Elite
